YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_TIME_BLK,CANCELLED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE
2023,1,6,5,1/6/2023 0:00,UA,19977,UA,N39450,1074,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,14457,1445702,34457,RAP,"Rapid City, SD",SD,South Dakota,1920,1932,12,12,0,1900-1959,17,1949,2033,5,2043,2038,-5,0,0,2000-2059,0,83,66,44,1,300
2023,1,5,4,1/5/2023 0:00,UA,19977,UA,N37468,602,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,612,602,-10,0,0,0600-0659,12,614,917,8,1000,925,-35,0,0,1000-1059,0,168,143,123,1,1167
2023,1,3,2,1/3/2023 0:00,WN,19393,WN,N563WN,484,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,2005,2033,28,28,1,2000-2059,8,2041,2314,3,2300,2317,17,17,1,2300-2359,0,115,104,93,1,781
2023,1,6,5,1/6/2023 0:00,G4,20368,G4,314NV,3407,11624,1162403,31624,EYW,"Key West, FL",FL,Florida,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,1006,957,-9,0,0,1000-1059,17,1014,1124,11,1133,1135,2,2,0,1100-1159,0,147,158,130,1,849
2023,1,7,6,1/7/2023 0:00,DL,19790,DL,N377DN,805,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,600,600,0,0,0,0600-0659,15,615,1102,6,1131,1108,-23,0,0,1100-1159,0,211,188,167,1,1587
2023,1,5,4,1/5/2023 0:00,YX,20452,YX,N224JQ,5672,12953,1295304,31703,LGA,"New York, NY",NY,New York,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1859,1850,-9,0,0,1800-1859,16,1906,1949,12,2023,2001,-22,0,0,2000-2059,0,84,71,43,1,184
2023,1,2,1,1/2/2023 0:00,9E,20363,9E,N691CA,5008,15323,1532305,35323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,Tennessee,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,600,559,-1,0,0,0600-0659,10,609,650,5,718,655,-23,0,0,0700-0759,0,78,56,41,1,227
2023,1,5,4,1/5/2023 0:00,YX,20452,YX,N406YX,4322,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,12217,1221702,30255,HSV,"Huntsville, AL",AL,Alabama,833,822,-11,0,0,0800-0859,14,836,922,6,948,928,-20,0,0,0900-0959,0,135,126,106,1,613
2023,1,4,3,1/4/2023 0:00,B6,20409,B6,N648JB,1459,10529,1052907,30529,BDL,"Hartford, CT",CT,Connecticut,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,939,945,6,6,0,0900-0959,20,1005,1257,4,1300,1301,1,1,0,1300-1359,0,201,196,172,1,1173
2023,1,5,4,1/5/2023 0:00,AS,19930,AS,N237AK,820,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,10849,1084907,30849,BZN,"Bozeman, MT",MT,Montana,2115,2153,38,38,1,2100-2159,19,2212,26,6,2353,32,39,39,1,2300-2359,0,98,99,74,1,543
2023,1,8,7,1/8/2023 0:00,WN,19393,WN,N8810L,3100,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,1625,1634,9,9,0,1600-1659,18,1652,1907,7,1910,1914,4,4,0,1900-1959,0,105,100,75,1,587
2023,1,10,2,1/10/2023 0:00,AA,19805,AA,N184US,2886,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,732,721,-11,0,0,0700-0759,27,748,901,14,915,915,0,0,0,0900-0959,0,103,114,73,1,468
2023,1,10,2,1/10/2023 0:00,DL,19790,DL,N394DX,1692,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,14524,1452401,34524,RIC,"Richmond, VA",VA,Virginia,1403,1400,-3,0,0,1400-1459,15,1415,1526,4,1530,1530,0,0,0,1500-1559,0,87,90,71,1,481
2023,1,6,5,1/6/2023 0:00,WN,19393,WN,N8561Z,1537,14843,1484306,34819,SJU,"San Juan, PR",PR,Puerto Rico,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1830,1845,15,15,1,1800-1859,17,1902,2043,5,2045,2048,3,3,0,2000-2059,0,195,183,161,1,1189
2023,1,8,7,1/8/2023 0:00,AA,19805,AA,N8031M,1154,11624,1162403,31624,EYW,"Key West, FL",FL,Florida,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,1644,1724,40,40,1,1600-1659,12,1736,2014,5,1944,2019,35,35,1,1900-1959,0,180,175,158,1,1121
2023,1,7,6,1/7/2023 0:00,AA,19805,AA,N601AW,2332,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,1803,1809,6,6,0,1800-1859,15,1824,1825,4,1826,1829,3,3,0,1800-1859,0,83,80,61,1,328
2023,1,1,7,1/1/2023 0:00,UA,19977,UA,N76504,1934,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1328,1320,-8,0,0,1300-1359,21,1341,1602,7,1624,1609,-15,0,0,1600-1659,0,116,109,81,1,628
2023,1,2,1,1/2/2023 0:00,UA,19977,UA,N15751,2629,12953,1295304,31703,LGA,"New York, NY",NY,New York,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,600,550,-10,0,0,0600-0659,12,602,824,15,912,839,-33,0,0,0900-0959,0,252,229,202,1,1416
2023,1,3,2,1/3/2023 0:00,AA,19805,AA,N139AN,542,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,North Carolina,2038,2140,62,62,1,2000-2059,34,2214,127,5,6,132,86,86,1,0001-0559,0,148,172,133,1,1061
2023,1,10,2,1/10/2023 0:00,OH,20397,OH,N517AE,5161,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,11267,1126702,31267,DAY,"Dayton, OH",OH,Ohio,1902,1208,1026,1026,1,1900-1959,18,1226,1346,3,2100,1349,1009,1009,1,2100-2159,0,118,101,80,1,477
2023,1,7,6,1/7/2023 0:00,YX,20452,YX,N402YX,4373,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,10599,1059904,30599,BHM,"Birmingham, AL",AL,Alabama,1205,1200,-5,0,0,1200-1259,19,1219,1304,5,1313,1309,-4,0,0,1300-1359,0,128,129,105,1,661
2023,1,3,2,1/3/2023 0:00,WN,19393,WN,N8781Q,1201,13830,1383002,33830,OGG,"Kahului, HI",HI,Hawaii,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,1250,1244,-6,0,0,1200-1259,12,1256,1321,5,1335,1326,-9,0,0,1300-1359,0,45,42,25,1,100
2023,1,3,2,1/3/2023 0:00,OO,20304,OO,N511SY,4893,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,Oklahoma,715,708,-7,0,0,0700-0759,21,729,1140,3,1212,1143,-29,0,0,1200-1259,0,177,155,131,1,1187
2023,1,5,4,1/5/2023 0:00,YX,20452,YX,N434YX,4580,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,12339,1233904,32337,IND,"Indianapolis, IN",IN,Indiana,1033,1035,2,2,0,1000-1059,21,1056,1218,9,1240,1227,-13,0,0,1200-1259,0,127,112,82,1,500
2023,1,4,3,1/4/2023 0:00,AA,19805,AA,N165US,2905,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1736,,,,,1700-1759,,,,,1922,,,,,1900-1959,1,106,,,1,507
2023,1,5,4,1/5/2023 0:00,WN,19393,WN,N774SW,2114,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,14831,1483106,32457,SJC,"San Jose, CA",CA,California,1425,1422,-3,0,0,1400-1459,7,1429,1556,3,1615,1559,-16,0,0,1600-1659,0,110,97,87,1,569
2023,1,3,2,1/3/2023 0:00,UA,19977,UA,,2469,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,South Dakota,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,600,,,,,0600-0659,,,,,701,,,,,0700-0759,1,121,,,1,483
2023,1,8,7,1/8/2023 0:00,9E,20363,9E,N295PQ,4692,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,12478,1247805,31703,JFK,"New York, NY",NY,New York,628,627,-1,0,0,0600-0659,14,641,730,50,759,820,21,21,1,0700-0759,0,91,113,49,1,290
2023,1,6,5,1/6/2023 0:00,NK,20416,NK,N506NK,2286,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,1200,1155,-5,0,0,1200-1259,19,1214,1832,8,1858,1840,-18,0,0,1800-1859,0,238,225,198,1,1749
2023,1,2,1,1/2/2023 0:00,AA,19805,AA,N980AN,2882,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,830,829,-1,0,0,0800-0859,20,849,1044,13,1101,1057,-4,0,0,1100-1159,0,271,268,235,1,1744
2023,1,4,3,1/4/2023 0:00,UA,19977,UA,N26215,1872,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,11042,1104205,30647,CLE,"Cleveland, OH",OH,Ohio,1055,1406,191,191,1,1000-1059,47,1453,2200,7,1839,2207,208,208,1,1800-1859,0,284,301,247,1,2161
2023,1,7,6,1/7/2023 0:00,OH,20397,OH,N613NN,5398,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,15919,1591905,31834,XNA,"Fayetteville, AR",AR,Arkansas,902,856,-6,0,0,0900-0959,45,941,1048,5,1038,1053,15,15,1,1000-1059,0,156,177,127,1,754
2023,1,7,6,1/7/2023 0:00,NK,20416,NK,N680NK,1676,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,12953,1295304,31703,LGA,"New York, NY",NY,New York,640,639,-1,0,0,0600-0659,16,655,811,8,831,819,-12,0,0,0800-0859,0,111,100,76,1,502
2023,1,1,7,1/1/2023 0:00,WN,19393,WN,N919WN,3162,10800,1080003,32575,BUR,"Burbank, CA",CA,California,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,1410,1412,2,2,0,1400-1459,24,1436,1909,4,1905,1913,8,8,0,1900-1959,0,175,181,153,1,1243
2023,1,8,7,1/8/2023 0:00,YX,20452,YX,N431YX,4464,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1605,1623,18,18,1,1600-1659,15,1638,1920,4,1912,1924,12,12,0,1900-1959,0,127,121,102,1,762
2023,1,3,2,1/3/2023 0:00,WN,19393,WN,N228WN,846,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,14193,1419306,33728,PNS,"Pensacola, FL",FL,Florida,1520,1548,28,28,1,1500-1559,10,1558,1706,4,1645,1710,25,25,1,1600-1659,0,85,82,68,1,391
2023,1,10,2,1/10/2023 0:00,AA,19805,AA,N771XF,1743,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,12953,1295304,31703,LGA,"New York, NY",NY,New York,1230,1222,-8,0,0,1200-1259,10,1232,1512,4,1529,1516,-13,0,0,1500-1559,0,119,114,100,1,733
2023,1,10,2,1/10/2023 0:00,AA,19805,AA,N982AN,2311,15376,1537604,30436,TUS,"Tucson, AZ",AZ,Arizona,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,600,553,-7,0,0,0600-0659,20,613,1004,8,1024,1012,-12,0,0,1000-1059,0,204,199,171,1,1437
2023,1,1,7,1/1/2023 0:00,AS,19930,AS,N413AS,629,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,1315,1312,-3,0,0,1300-1359,12,1324,1356,8,1425,1404,-21,0,0,1400-1459,0,70,52,32,1,129
2023,1,3,2,1/3/2023 0:00,OO,20304,OO,N743SK,5702,10372,1037205,30372,ASE,"Aspen, CO",CO,Colorado,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,856,,,,,0800-0859,,,,,1259,,,,,1200-1259,1,183,,,1,1013
2023,1,3,2,1/3/2023 0:00,YX,20452,YX,N134HQ,4781,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,12478,1247805,31703,JFK,"New York, NY",NY,New York,1730,1743,13,13,0,1700-1759,30,1813,1913,17,1852,1930,38,38,1,1800-1859,0,82,107,60,1,213
2023,1,4,3,1/4/2023 0:00,UA,19977,UA,N14219,624,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1604,1559,-5,0,0,1600-1659,12,1611,1902,7,1927,1909,-18,0,0,1900-1959,0,143,130,111,1,846
2023,1,10,2,1/10/2023 0:00,MQ,20398,MQ,N249NN,3375,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,13277,1327702,33277,MGM,"Montgomery, AL",AL,Alabama,2122,2123,1,1,0,2100-2159,19,2142,2302,3,2306,2305,-1,0,0,2300-2359,0,104,102,80,1,622
2023,1,8,7,1/8/2023 0:00,B6,20409,B6,N945JT,1515,12478,1247805,31703,JFK,"New York, NY",NY,New York,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1300,1311,11,11,0,1300-1359,18,1329,1620,3,1637,1623,-14,0,0,1600-1659,0,397,372,351,1,2586
2023,1,10,2,1/10/2023 0:00,DL,19790,DL,N3762Y,2282,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,1324,1324,0,0,0,1300-1359,13,1337,1321,7,1329,1328,-1,0,0,1300-1359,0,65,64,44,1,214
2023,1,1,7,1/1/2023 0:00,WN,19393,WN,N7832A,1055,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,2245,2237,-8,0,0,2200-2259,11,2248,17,7,45,24,-21,0,0,0001-0559,0,180,167,149,1,1014
2023,1,3,2,1/3/2023 0:00,WN,19393,WN,N559WN,2149,10849,1084907,30849,BZN,"Bozeman, MT",MT,Montana,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1335,1404,29,29,1,1300-1359,12,1416,1532,6,1515,1538,23,23,1,1500-1559,0,100,94,76,1,524
2023,1,6,5,1/6/2023 0:00,AA,19805,AA,N457AM,2964,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,633,630,-3,0,0,0600-0659,12,642,838,13,905,851,-14,0,0,0900-0959,0,152,141,116,1,919
2023,1,7,6,1/7/2023 0:00,UA,19977,UA,N880UA,2067,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,12953,1295304,31703,LGA,"New York, NY",NY,New York,1735,1733,-2,0,0,1700-1759,15,1748,2126,4,2158,2130,-28,0,0,2100-2159,0,203,177,158,1,1416
2023,1,8,7,1/8/2023 0:00,DL,19790,DL,N350NA,1454,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1119,1119,0,0,0,1100-1159,15,1134,1409,4,1416,1413,-3,0,0,1400-1459,0,117,114,95,1,689
2023,1,8,7,1/8/2023 0:00,WN,19393,WN,N7820L,2036,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,1740,1756,16,16,1,1700-1759,8,1804,1841,3,1835,1844,9,9,0,1800-1859,0,55,48,37,1,159
2023,1,6,5,1/6/2023 0:00,G4,20368,G4,253NV,616,12339,1233904,32337,IND,"Indianapolis, IN",IN,Indiana,12451,1245102,31136,JAX,"Jacksonville, FL",FL,Florida,1541,1756,135,135,1,1500-1559,13,1809,1932,4,1757,1936,99,99,1,1700-1759,0,136,100,83,1,687
2023,1,10,2,1/10/2023 0:00,F9,20436,F9,N713FR,1419,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1244,1242,-2,0,0,1200-1259,19,1301,1451,18,1503,1509,6,6,0,1500-1559,0,259,267,230,1,1514
2023,1,4,3,1/4/2023 0:00,B6,20409,B6,N603JB,2520,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,12953,1295304,31703,LGA,"New York, NY",NY,New York,1100,1107,7,7,0,1100-1159,10,1117,1430,6,1500,1436,-24,0,0,1500-1559,0,180,149,133,1,1183
2023,1,4,3,1/4/2023 0:00,MQ,20398,MQ,N288NN,4185,12217,1221702,30255,HSV,"Huntsville, AL",AL,Alabama,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1923,2018,55,55,1,1900-1959,9,2027,2204,6,2139,2210,31,31,1,2100-2159,0,136,112,97,1,603
2023,1,5,4,1/5/2023 0:00,UA,19977,UA,N435UA,1777,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1436,1430,-6,0,0,1400-1459,12,1442,1715,29,1752,1744,-8,0,0,1700-1759,0,136,134,93,1,748
2023,1,6,5,1/6/2023 0:00,YX,20452,YX,N729YX,3681,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,North Carolina,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1133,1128,-5,0,0,1100-1159,13,1141,1246,6,1330,1252,-38,0,0,1300-1359,0,117,84,65,1,445
2023,1,5,4,1/5/2023 0:00,WN,19393,WN,N8759Q,1301,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,1410,1517,67,67,1,1400-1459,36,1553,1641,9,1525,1650,85,85,1,1500-1559,0,75,93,48,1,236
2023,1,1,7,1/1/2023 0:00,NK,20416,NK,N528NK,955,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,1230,1327,57,57,1,1200-1259,16,1343,1529,5,1452,1534,42,42,1,1400-1459,0,262,247,226,1,1670
2023,1,9,1,1/9/2023 0:00,UA,19977,UA,N76265,2623,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,1748,1740,-8,0,0,1700-1759,9,1749,1753,7,1837,1800,-37,0,0,1800-1859,0,109,80,64,1,413
2023,1,6,5,1/6/2023 0:00,WN,19393,WN,N8778Q,169,13796,1379609,32457,OAK,"Oakland, CA",CA,California,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,1500,1505,5,5,0,1500-1559,14,1519,1611,4,1620,1615,-5,0,0,1600-1659,0,80,70,52,1,337
2023,1,9,1,1/9/2023 0:00,WN,19393,WN,N7736A,358,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,2155,2153,-2,0,0,2100-2159,11,2204,2232,3,2250,2235,-15,0,0,2200-2259,0,55,42,28,1,159
2023,1,10,2,1/10/2023 0:00,DL,19790,DL,N955AT,2362,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,Mississippi,2253,2253,0,0,0,2200-2259,20,2313,2308,6,2316,2314,-2,0,0,2300-2359,0,83,81,55,1,341
2023,1,10,2,1/10/2023 0:00,AS,19930,AS,N512AS,805,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,13830,1383002,33830,OGG,"Kahului, HI",HI,Hawaii,1840,1842,2,2,0,1800-1859,15,1857,2312,6,2255,2318,23,23,1,2200-2259,0,375,396,375,1,2640
2023,1,9,1,1/9/2023 0:00,DL,19790,DL,N330DX,506,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1343,1337,-6,0,0,1300-1359,11,1348,1854,5,1914,1859,-15,0,0,1900-1959,0,211,202,186,1,1587
2023,1,9,1,1/9/2023 0:00,AA,19805,AA,N575UW,1654,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,2359,2349,-10,0,0,2300-2359,14,3,433,5,505,438,-27,0,0,0001-0559,0,186,169,150,1,1337
2023,1,7,6,1/7/2023 0:00,NK,20416,NK,N509NK,529,13342,1334207,33342,MKE,"Milwaukee, WI",WI,Wisconsin,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1640,1649,9,9,0,1600-1659,10,1659,2016,11,2038,2027,-11,0,0,2000-2059,0,178,158,137,1,1066
2023,1,8,7,1/8/2023 0:00,WN,19393,WN,N8583Z,2058,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,15016,1501606,31123,STL,"St. Louis, MO",MO,Missouri,1415,1418,3,3,0,1400-1459,17,1435,1607,3,1610,1610,0,0,0,1600-1659,0,175,172,152,1,1068
2023,1,8,7,1/8/2023 0:00,F9,20436,F9,N233FR,438,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,735,732,-3,0,0,0700-0759,12,744,1312,5,1330,1317,-13,0,0,1300-1359,0,235,225,208,1,1679
2023,1,6,5,1/6/2023 0:00,WN,19393,WN,N755SA,934,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,14730,1473004,33044,SDF,"Louisville, KY",KY,Kentucky,1700,1659,-1,0,0,1700-1759,14,1713,1839,5,1855,1844,-11,0,0,1800-1859,0,115,105,86,1,495
2023,1,1,7,1/1/2023 0:00,OO,20304,OO,N119SY,5433,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1935,1948,13,13,0,1900-1959,27,2015,2223,36,2227,2259,32,32,1,2200-2259,0,232,251,188,1,1250
2023,1,6,5,1/6/2023 0:00,AA,19805,AA,N508AY,2985,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1630,1629,-1,0,0,1600-1659,34,1703,1847,6,1844,1853,9,9,0,1800-1859,0,74,84,44,1,255
2023,1,8,7,1/8/2023 0:00,AA,19805,AA,N584UW,563,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,927,922,-5,0,0,0900-0959,14,936,1042,5,1108,1047,-21,0,0,1100-1159,0,101,85,66,1,449
2023,1,9,1,1/9/2023 0:00,HA,19690,HA,N395HA,8,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,2335,2358,23,23,1,2300-2359,17,15,743,8,720,751,31,31,1,0700-0759,0,345,353,328,1,2762
2023,1,8,7,1/8/2023 0:00,WN,19393,WN,N1806U,2894,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,14831,1483106,32457,SJC,"San Jose, CA",CA,California,2110,2123,13,13,0,2100-2159,10,2133,2229,4,2220,2233,13,13,0,2200-2259,0,70,70,56,1,308
2023,1,9,1,1/9/2023 0:00,WN,19393,WN,N293WN,1423,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1045,1044,-1,0,0,1000-1059,12,1056,1132,4,1140,1136,-4,0,0,1100-1159,0,115,112,96,1,628
2023,1,6,5,1/6/2023 0:00,B6,20409,B6,N258JB,2332,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,Florida,12953,1295304,31703,LGA,"New York, NY",NY,New York,1912,1856,-16,0,0,1900-1959,11,1907,2130,8,2159,2138,-21,0,0,2100-2159,0,167,162,143,1,1047
2023,1,5,4,1/5/2023 0:00,DL,19790,DL,N911DQ,1353,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,12478,1247805,31703,JFK,"New York, NY",NY,New York,1959,2044,45,45,1,1900-1959,26,2110,2323,17,2259,2340,41,41,1,2200-2259,0,180,176,133,1,1089
2023,1,2,1,1/2/2023 0:00,WN,19393,WN,N7817J,3414,15016,1501606,31123,STL,"St. Louis, MO",MO,Missouri,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,510,507,-3,0,0,0001-0559,13,520,702,17,725,719,-6,0,0,0700-0759,0,135,132,102,1,687
2023,1,9,1,1/9/2023 0:00,UA,19977,UA,N842UA,531,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,15376,1537604,30436,TUS,"Tucson, AZ",AZ,Arizona,857,855,-2,0,0,0800-0859,27,922,1141,6,1159,1147,-12,0,0,1100-1159,0,242,232,199,1,1437
2023,1,2,1,1/2/2023 0:00,DL,19790,DL,N103DU,700,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,520,517,-3,0,0,0001-0559,9,526,557,5,623,602,-21,0,0,0600-0659,0,63,45,31,1,129
2023,1,4,3,1/4/2023 0:00,DL,19790,DL,N929DZ,1478,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1500,1508,8,8,0,1500-1559,16,1524,1749,16,1815,1805,-10,0,0,1800-1859,0,195,177,145,1,1197
2023,1,3,2,1/3/2023 0:00,WN,19393,WN,N229WN,3591,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,New Mexico,1205,1218,13,13,0,1200-1259,42,1300,1501,5,1435,1506,31,31,1,1400-1459,0,90,108,61,1,486
2023,1,7,6,1/7/2023 0:00,MQ,20398,MQ,N282NN,3330,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,812,806,-6,0,0,0800-0859,20,826,1029,11,1042,1040,-2,0,0,1000-1059,0,90,94,63,1,413
2023,1,6,5,1/6/2023 0:00,UA,19977,UA,N39726,2042,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,10529,1052907,30529,BDL,"Hartford, CT",CT,Connecticut,1250,1245,-5,0,0,1200-1259,18,1303,1539,7,1556,1546,-10,0,0,1500-1559,0,126,121,96,1,783
